lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.6436633663366337;0.008885775070852208;0.0016043004374020722;-0.0021336977560837845;[21 21 12 12 21];[0.19550787167295883, 0.1, 0.2443931827446419, 0.28340013169476946, 0.17669881388762984];false
0.6436633663366337;0.009228139775259766;0.0016695690780502322;-0.0022136838093817163;[12 27 27 12 12];[0.22641110785488458, 0.19910141743478665, 0.23739464249594264, 0.1528113361179907, 0.18428149609639555];false
0.6436633663366337;0.010044768345201458;0.0019397379566585059;-0.0023307806750636735;[12 27 27 27 27];[0.2187284412796113, 0.150218106875748, 0.23235960950637471, 0.2009276470094112, 0.19776619532885484];false
0.6436633663366337;0.00879278821092003;0.0017199546395045542;-0.002026120758384364;[27 12 27 12 12];[0.2768147375312322, 0.1736182809342848, 0.27577507289009306, 0.17379190864439004, 0.1];false
0.6436633663366337;0.008344875161235471;0.0016757471035244189;-0.0018949677015122981;[21 27 4 12 27];[0.2865993126273309, 0.20619678083715912, 0.12435504709120108, 0.12390837739620592, 0.2589404820481028];false
0.6436633663366337;0.009209831204999132;0.0018314786084769616;-0.0021029445616914007;[27 27 21 21 27];[0.2272604023561542, 0.14616268582821107, 0.2223933064129707, 0.21898503892059393, 0.18519856648206998];false
0.6436633663366337;0.008403867338150746;0.0015648781613179404;-0.0019873510518095645;[21 21 27 12 12];[0.2628956906835471, 0.14337704049439545, 0.1683019062882727, 0.27791264693594786, 0.14751271559783674];false
0.6436633663366337;0.008986460615094364;0.0018068376803718963;-0.002039209900359101;[21 27 21 27 21];[0.1, 0.18717358186084956, 0.1706894639403025, 0.3118825821643145, 0.23025437203453347];false
0.6436633663366337;0.00869345646935915;0.0017379852395960774;-0.001979119583228661;[12 12 27 27 12];[0.2209217251624395, 0.1, 0.2529126269387221, 0.3261656478988384, 0.1];false
0.6436633663366337;0.008199531763468743;0.001627395711985144;-0.0018742985438721367;[27 12 4 12 27];[0.17888122741880885, 0.1721677912931865, 0.1921687597546349, 0.2274640826537771, 0.22931813887959265];false
0.6535643564356436;0.0064564394586081805;0.0009043042451515034;-0.0016457197369727674;[28 27 2 28 21];[0.24697385228838853, 0.1, 0.24976020880405764, 0.2167016747151466, 0.1865642641924073];false
0.6535643564356436;0.006959931502336977;0.0010116058016235235;-0.001750018854471307;[2 28 4 28 21];[0.2584020728782578, 0.17031030155693483, 0.252031656718095, 0.1, 0.21925596884671233];false
0.6535643564356436;0.008450650189040013;0.0015047137444152816;-0.001944179166788686;[4 23 29 4 23];[0.2515279817817839, 0.2070477027434364, 0.25018243377022603, 0.19124188170455364, 0.1];false
0.6535643564356436;0.007009006807351496;0.0010158732295409488;-0.0017642312505666414;[28 23 2 4 29];[0.1, 0.1, 0.26508331487489994, 0.17309304050368796, 0.36182364462141214];false
0.6535643564356436;0.008213039856740212;0.0011025736976043607;-0.002124686879291843;[2 4 17 28 17];[0.24587825319314044, 0.18290071007254385, 0.2268070807785429, 0.1, 0.24441395595577287];false
0.6535643564356436;0.006947602658162834;0.0010398203726307267;-0.0017273076654630026;[28 4 17 21 17];[0.28423709322131996, 0.16656806314860134, 0.1, 0.1580142835898943, 0.2911805600401844];false
0.6535643564356436;0.0069642790072342265;0.0009482248160394011;-0.001792948538181829;[28 28 4 17 21];[0.19305430894423037, 0.2417050907454043, 0.14257940211181208, 0.17908196402616458, 0.24357923417238878];false
0.6535643564356436;0.0076158017539783435;0.0010363691319221551;-0.001961051257163572;[21 28 4 28 21];[0.1, 0.23194385725873148, 0.2012819090037123, 0.20852781628139472, 0.2582464174561615];false
0.6535643564356436;0.0067507681820701115;0.0010659072035774293;-0.0016420677641830403;[28 27 29 4 17];[0.2448951598486236, 0.2564420484560358, 0.1, 0.23790339075851322, 0.16075940093682745];true
0.6535643564356436;0.007153374018146545;0.0010884130014578598;-0.001766835788799151;[4 21 28 17 21];[0.20222450165136557, 0.25329123602286147, 0.2577363560903171, 0.18674790623545592, 0.1];false
0.6535643564356436;0.006995077852552082;0.0010610483794444498;-0.0017298808963729624;[28 21 17 27 23];[0.2638512514960551, 0.21009551784098085, 0.24925838949065365, 0.17679484117231042, 0.1];false
0.6535643564356436;0.00877877875473803;0.0010818575973014874;-0.0023342183032714105;[28 21 21 4 28];[0.20276731824178162, 0.2180673004925335, 0.2602203674376078, 0.1, 0.21894501382807707];false
0.6535643564356436;0.010490000000000001;0.0017217901523321354;-0.0025088092281639186;[21 28 21 21 21];[0.2112763564012699, 0.1, 0.20929779676849164, 0.24143463207262386, 0.2379912147576147];false
0.6535643564356436;0.009083306538133377;0.0012857920619088006;-0.0023064332847790785;[21 21 28 17 21];[0.2433936635994213, 0.11415142077133755, 0.1653514326250547, 0.22947216818998512, 0.24763131481420145];false
0.6535643564356436;0.007104614654167704;0.0011686498184227264;-0.0016975038835172652;[17 21 28 17 21];[0.1887408235194126, 0.23723618387988574, 0.19680390658715985, 0.22224215041476936, 0.15497693559877243];true
0.6535643564356436;0.008315015494905624;0.001126550326412706;-0.002144344605150941;[28 17 21 21 17];[0.2328162892452101, 0.20010163127795813, 0.1, 0.2341239887224831, 0.23295809075434876];false
0.6535643564356436;0.008747398832259107;0.0012326219626463749;-0.0022248129642223656;[17 21 28 21 21];[0.3162236241885752, 0.3165240733462057, 0.16725230246521905, 0.1, 0.1];false
0.6535643564356436;0.010116465517562737;0.001682893898262714;-0.002404824774605925;[21 17 21 21 21];[0.26345169692510945, 0.1996091953166034, 0.24772834478777048, 0.18921076297051675, 0.1];false
0.6535643564356436;0.007797272188547203;0.00110264405179669;-0.0019806041585957138;[21 28 17 21 17];[0.16010429312033936, 0.2527456804271732, 0.1, 0.220425505811791, 0.2667245206406965];false
0.6535643564356436;0.007139544264761945;0.0010064937357907296;-0.0018155841814304395;[28 17 21 23 28];[0.1, 0.22677618209522624, 0.20533834764931042, 0.24381315615974683, 0.22407231409571648];false
0.6535643564356436;0.007565801307705457;0.0012046286711383998;-0.0018337608829184966;[28 23 21 21 21];[0.27783429914836255, 0.2545552601640412, 0.1, 0.2676104406875963, 0.1];false
0.6535643564356436;0.007953426179069216;0.0014384759487681101;-0.0018152137091826622;[21 28 21 21 21];[0.1693282710972847, 0.22358031441845738, 0.24980671577584448, 0.2512599494644659, 0.10602474924394761];false
0.6535643564356436;0.007506895540618127;0.0011673588971475948;-0.0018377120214407476;[21 17 28 17 21];[0.22805982352774834, 0.22990767698652168, 0.20591975405063956, 0.1, 0.23611274543509045];false
0.6535643564356436;0.008002900464743034;0.001412467310999839;-0.0018493516837847462;[21 28 21 21 21];[0.23693505874745047, 0.23677345726480903, 0.19205978786199168, 0.1, 0.23423169612574885];false
0.6535643564356436;0.009204759558277681;0.0011109498431101793;-0.002462779582182506;[21 28 21 28 28];[0.2956736252593086, 0.1, 0.26159559028140644, 0.24273078445928492, 0.1];false
0.6535643564356436;0.010865;0.002003547121;-0.002454576282601881;[21 21 21 21 21];[0.2005942563354409, 0.19283345409899352, 0.23846086872315597, 0.26811142084240963, 0.1];false
0.6535643564356436;0.008778161786070231;0.001183169246555933;-0.0022677908804895073;[21 28 21 17 21];[0.1, 0.2318144826168249, 0.24499665168670068, 0.21854853780590108, 0.20464032789057335];false
0.6535643564356436;0.010865;0.0020035471209999996;-0.002454576282601881;[21 21 21 21 21];[0.13465377897931924, 0.22373345842141174, 0.1218572286298873, 0.2123491154709064, 0.3074064184984753];false
0.6535643564356436;0.007969520709106826;0.0014938440645093506;-0.0017846028011226295;[21 21 17 21 17];[0.3197413912929772, 0.1, 0.3224230970865505, 0.1, 0.15783551162047246];true
0.6535643564356436;0.007122121834458808;0.0010984955851357702;-0.0017494193011178367;[17 28 28 17 21];[0.24107807008638324, 0.1, 0.1801105111281513, 0.24222183097457975, 0.23658958781088577];false
0.6535643564356436;0.008395598277214245;0.001233059531977707;-0.002102650732810673;[21 21 28 21 28];[0.18444457920863536, 0.2381586396395714, 0.1, 0.23590390722799498, 0.24149287392379834];false
0.6535643564356436;0.009232882234744779;0.001118891191964613;-0.0024673320971498585;[28 21 28 21 21];[0.17349284723192357, 0.24044621448852188, 0.2617385568361347, 0.18224082466901242, 0.14208155677440729];false
0.6535643564356436;0.007291336266734265;0.0012443924484013334;-0.0017126882223174246;[2 2 29 4 2];[0.1, 0.37618634951469454, 0.17430545296003072, 0.24950819752527473, 0.1];false
0.6535643564356436;0.0067507681820701115;0.0010659072035774293;-0.0016420677641830403;[28 27 29 4 17];[0.2448951598486236, 0.2564420484560358, 0.1, 0.23790339075851322, 0.16075940093682745];false
0.6535643564356436;0.006498701017260389;0.0010058857974045157;-0.0015939705654185042;[28 21 27 17 23];[0.32273000642517535, 0.1, 0.1, 0.2584666128603038, 0.2188033807145209];false
0.6535643564356436;0.006498701017260389;0.0010058857974045157;-0.0015939705654185042;[28 21 27 17 23];[0.32273000642517535, 0.1, 0.1, 0.2584666128603038, 0.2188033807145209];true
0.6535643564356436;0.007104614654167704;0.0011686498184227264;-0.0016975038835172652;[17 21 28 17 21];[0.1887408235194126, 0.23723618387988574, 0.19680390658715985, 0.22224215041476936, 0.15497693559877243];false
0.6535643564356436;0.007969520709106826;0.0014938440645093506;-0.0017846028011226295;[21 21 17 21 17];[0.3197413912929772, 0.1, 0.3224230970865505, 0.1, 0.15783551162047246];false
0.6634653465346535;0.007564599085975745;0.0011115908680664473;-0.0018082477115166627;[28 18 19 23 28];[0.20204695981539067, 0.1, 0.25560080345578307, 0.2220912918099459, 0.22026094491888037];false
0.6634653465346535;0.007051879485521861;0.0010946529594646724;-0.0016469375138530725;[2 23 23 28 27];[0.2340636166323021, 0.1, 0.18106963910825197, 0.2658928181848017, 0.21897392607464428];true
0.6634653465346535;0.0070675682208041594;0.0009771201895457722;-0.0017301962368680315;[2 1 28 2 21];[0.27084766795391135, 0.1, 0.26194973885955253, 0.1, 0.26720259318653605];false
0.6634653465346535;0.006376247377915544;0.0009671148419705877;-0.0015041810179693095;[28 17 17 2 23];[0.2175652238590463, 0.2579277359992337, 0.16167039325342442, 0.2628366468882956, 0.1];true
0.6634653465346535;0.006647952215289143;0.0010141429397776337;-0.0015644175980512745;[12 18 22 1 28];[0.15676090771780116, 0.22708108331962645, 0.19692287079506315, 0.20696942564145832, 0.21226571252605098];true
0.6634653465346535;0.006833337399828383;0.0009929433805036696;-0.0016408713098278792;[12 1 18 2 28];[0.1325886086276363, 0.23275107184733326, 0.1784589977504, 0.2140884178283233, 0.24211290394630713];false
0.6634653465346535;0.007201962424538085;0.0011522484140108402;-0.0016592330355166642;[1 12 28 18 1];[0.2277782789798215, 0.25317352457260894, 0.18928755939670394, 0.20751708523403178, 0.12224355181683384];true
0.6634653465346535;0.0068009190616767825;0.0010458224968133863;-0.0015948779544052356;[22 18 12 28 2];[0.21242242806938416, 0.1, 0.27944898071712454, 0.1, 0.30812859121349134];true
0.6634653465346535;0.006820250421694995;0.0010283439946290678;-0.001612980007458604;[2 23 2 28 12];[0.1, 0.22960689367373444, 0.2160889159415138, 0.22983380541749815, 0.2244703849672536];true
0.6634653465346535;0.008309283019709693;0.0010872558526258344;-0.0020750051005492603;[2 18 28 18 2];[0.22344327224572766, 0.12208848094622785, 0.23828348016907072, 0.17411577413245563, 0.24206899250651828];false
0.6634653465346535;0.008182490016260993;0.001436031044252616;-0.0018009346076964688;[22 2 18 2 18];[0.20676268912925103, 0.14313670568748002, 0.2617078085348895, 0.17136690570835025, 0.21702589094002916];false
0.6634653465346535;0.009421720705486983;0.0017955320675662491;-0.0019794622072464175;[23 1 23 23 23];[0.1, 0.254861256315207, 0.24453481733252333, 0.19783131064783435, 0.20277261570443533];false
0.6634653465346535;0.008135819096959351;0.0015033486876759388;-0.0017405653024206301;[23 18 2 18 23];[0.24124740016490406, 0.18519347780962658, 0.2733375100880353, 0.1, 0.20022161193743412];false
0.6634653465346535;0.008330288080835904;0.001220712911359063;-0.001993529897796451;[18 22 2 2 23];[0.10204427161152586, 0.248115374322787, 0.26851389827724553, 0.27216408159541716, 0.10916237419302453];false
0.6634653465346535;0.009081421357834343;0.0014581091195835518;-0.0020888081173217376;[2 2 18 18 2];[0.2841968505799941, 0.14950265123506398, 0.11844428959191798, 0.17568147593671918, 0.27217473265630454];false
0.6634653465346535;0.008613188309105525;0.001701523980033785;-0.0017697341457864637;[2 18 23 18 23];[0.1, 0.20345755743546032, 0.2275633056216094, 0.23531889346973306, 0.2336602434731973];false
0.6634653465346535;0.009711454084275291;0.001393791415781223;-0.002343508530227895;[22 22 22 18 22];[0.16356488242730705, 0.2724878975086662, 0.1, 0.3076122441932555, 0.15633497587077133];false
0.6634653465346535;0.008017172133458608;0.0012263151862101861;-0.001884438615725876;[18 2 22 2 2];[0.1, 0.19411653579497273, 0.302285902255629, 0.1, 0.3035975619493983];false
0.6634653465346535;0.007051879485521861;0.0010946529594646724;-0.0016469375138530725;[2 23 23 28 27];[0.2340636166323021, 0.1, 0.18106963910825197, 0.2658928181848017, 0.21897392607464428];false
0.6634653465346535;0.006194817810829237;0.0009438964372730866;-0.0014585282884001607;[1 21 17 28 28];[0.29777674881893273, 0.15704571572182952, 0.19337782056704847, 0.17508986204865346, 0.1767098528435358];false
0.6634653465346535;0.006376247377915544;0.0009671148419705877;-0.0015041810179693095;[28 17 17 2 23];[0.2175652238590463, 0.2579277359992337, 0.16167039325342442, 0.2628366468882956, 0.1];false
0.6634653465346535;0.006647952215289143;0.0010141429397776337;-0.0015644175980512745;[12 18 22 1 28];[0.15676090771780116, 0.22708108331962645, 0.19692287079506315, 0.20696942564145832, 0.21226571252605098];false
0.6634653465346535;0.007201962424538085;0.0011522484140108402;-0.0016592330355166642;[1 12 28 18 1];[0.2277782789798215, 0.25317352457260894, 0.18928755939670394, 0.20751708523403178, 0.12224355181683384];false
0.6634653465346535;0.0068009190616767825;0.0010458224968133863;-0.0015948779544052356;[22 18 12 28 2];[0.21242242806938416, 0.1, 0.27944898071712454, 0.1, 0.30812859121349134];false
0.6634653465346535;0.0071948721306172286;0.0012046399924744635;-0.001622086909148176;[2 2 22 12 2];[0.16484648654543455, 0.2407672920791736, 0.21515654427509753, 0.27922967710029434, 0.1];false
0.6634653465346535;0.0071948721306172286;0.0012046399924744635;-0.001622086909148176;[2 2 22 12 2];[0.16484648654543455, 0.2407672920791736, 0.21515654427509753, 0.27922967710029434, 0.1];true
0.6634653465346535;0.006820250421694995;0.0010283439946290678;-0.001612980007458604;[2 23 2 28 12];[0.1, 0.22960689367373444, 0.2160889159415138, 0.22983380541749815, 0.2244703849672536];false
0.6733663366336634;0.00744754943220951;0.0012316629622633082;-0.0016032599772778625;[21 17 16 21 22];[0.18449229013138935, 0.17044074031413092, 0.1, 0.2557613234734007, 0.289305646081079];true
0.6733663366336634;0.007951108080625127;0.0014529601325606943;-0.0016187251184591096;[22 27 22 21 27];[0.2709646109702679, 0.21422726724253024, 0.16804839911328634, 0.11406966487245436, 0.23269005780146107];false
0.6733663366336634;0.008111788076347942;0.001203679863211793;-0.0018390655558582626;[16 22 27 22 22];[0.2238660083963981, 0.1, 0.24464076385099756, 0.33149322775260437, 0.1];false
0.6733663366336634;0.0073100834493627104;0.0011433368996578842;-0.0016178347569182484;[22 16 22 2 21];[0.1, 0.1, 0.28345185118038585, 0.22457235462865205, 0.2919757941909621];false
0.6733663366336634;0.006989974725891056;0.0010665184463917495;-0.0015650034323568614;[2 27 22 16 22];[0.23527830515613568, 0.15870406531968168, 0.2250429752830959, 0.2809746542410868, 0.1];true
0.6733663366336634;0.008064981481484188;0.0012962080257498034;-0.0017614715964645463;[16 27 27 2 22];[0.22693798503451038, 0.23049395730659794, 0.22347407128825247, 0.1470052010972205, 0.17208878527341867];false
0.6733663366336634;0.007272505074758736;0.0011823294212632298;-0.001579304143328499;[27 22 2 16 27];[0.1, 0.3489957980050008, 0.27323512563705205, 0.1, 0.17776907635794725];true
0.6733663366336634;0.007681128339151694;0.0011556618046050838;-0.0017307313324497287;[2 27 16 16 2];[0.1, 0.23193771321383985, 0.22110253401172109, 0.2776730368998339, 0.16928671587460517];false
0.6733663366336634;0.007521282951549772;0.0012795738626775427;-0.0015950822393161117;[27 22 16 27 22];[0.15724165085065797, 0.1964332284572719, 0.2723664882284069, 0.25284888730821575, 0.12110974515544747];true
0.6733663366336634;0.008875146500797793;0.0017575823280239957;-0.0017154248409149229;[27 12 2 27 27];[0.1, 0.22326748732782428, 0.1, 0.21036763404812409, 0.36636487862405165];false
0.6733663366336634;0.007245814343827954;0.0011513816998810344;-0.0015914252058809406;[2 27 16 22 27];[0.2136719779163768, 0.1501047033037868, 0.23783059295996015, 0.2491873179635299, 0.14920540785634642];true
0.6733663366336634;0.007527333022038901;0.001106819124053012;-0.0017133856214873063;[22 2 27 16 16];[0.17917517372117758, 0.24172392894852393, 0.2394815275775326, 0.23961936975276588, 0.1];false
0.6733663366336634;0.008339313385778717;0.001441958177462523;-0.0017529343856199369;[27 27 22 16 27];[0.1, 0.22164763647410748, 0.19016050186111336, 0.24737546277817352, 0.24081639888660566];false
0.6733663366336634;0.007817109695250558;0.0013242205438555416;-0.001661645640185153;[27 16 2 27 16];[0.23141718005188822, 0.1, 0.23160427495482994, 0.23160023212950923, 0.20537831286377262];false
0.6733663366336634;0.008493142046758747;0.0013620768786039579;-0.001856969382264513;[16 27 2 27 27];[0.2621054122934197, 0.1285296538897142, 0.24526976110558524, 0.20101456375048724, 0.16308060896079354];false
0.6733663366336634;0.00955208139035724;0.0015773977432355368;-0.0020578647975290736;[27 16 27 16 27];[0.25928536952654957, 0.2501116292380692, 0.17479042980734588, 0.1, 0.21581257142803534];false
0.6733663366336634;0.010490000000000001;0.0020432918856522564;-0.002050503156997921;[27 27 16 27 27];[0.19304697990374925, 0.23680574413676544, 0.1, 0.23753501778158606, 0.2326122581778993];false
0.6733663366336634;0.008511314156608267;0.001509413732378142;-0.001763693327598705;[2 27 27 27 2];[0.29394161827083287, 0.1, 0.1, 0.21562525929573254, 0.29043312243343467];false
0.6733663366336634;0.007523030860679552;0.001262902895558582;-0.001606878833335438;[27 2 16 16 27];[0.18113482223508662, 0.17661066359394278, 0.20220829649091113, 0.2252684530363717, 0.21477776464368772];true
0.6733663366336634;0.0076984757743982085;0.00133072404043474;-0.001618516572350794;[27 16 16 27 2];[0.23433538505443136, 0.23057238174818365, 0.2147173541511998, 0.2203748790461852, 0.1];false
0.6733663366336634;0.00744754943220951;0.0012316629622633082;-0.0016032599772778625;[21 17 16 21 22];[0.18449229013138935, 0.17044074031413092, 0.1, 0.2557613234734007, 0.289305646081079];false
0.6733663366336634;0.006853210724240649;0.0010978194403761109;-0.0014992546698289076;[27 16 22 2 22];[0.2061222093894068, 0.22084570531526415, 0.21882305023031692, 0.25345816972324925, 0.10075086534176285];false
0.6733663366336634;0.006853210724240649;0.0010978194403761109;-0.0014992546698289076;[27 16 22 2 22];[0.2061222093894068, 0.22084570531526415, 0.21882305023031692, 0.25345816972324925, 0.10075086534176285];true
0.6733663366336634;0.006989974725891056;0.0010665184463917495;-0.0015650034323568614;[2 27 22 16 22];[0.23527830515613568, 0.15870406531968168, 0.2250429752830959, 0.2809746542410868, 0.1];false
0.6733663366336634;0.007272505074758736;0.0011823294212632298;-0.001579304143328499;[27 22 2 16 27];[0.1, 0.3489957980050008, 0.27323512563705205, 0.1, 0.17776907635794725];false
0.6733663366336634;0.007521282951549772;0.0012795738626775427;-0.0015950822393161117;[27 22 16 27 22];[0.15724165085065797, 0.1964332284572719, 0.2723664882284069, 0.25284888730821575, 0.12110974515544747];false
0.6733663366336634;0.007245814343827954;0.0011513816998810344;-0.0015914252058809406;[2 27 16 22 27];[0.2136719779163768, 0.1501047033037868, 0.23783059295996015, 0.2491873179635299, 0.14920540785634642];false
0.6733663366336634;0.007523030860679552;0.001262902895558582;-0.001606878833335438;[27 2 16 16 27];[0.18113482223508662, 0.17661066359394278, 0.20220829649091113, 0.2252684530363717, 0.21477776464368772];false
0.6832673267326733;0.007847224213105332;0.0011859167810102536;-0.0016751741140566526;[10 12 16 2 2];[0.20400176686437987, 0.22626045696624347, 0.14504706029478676, 0.20507787458524612, 0.21961284128934389];false
0.6832673267326733;0.008024991209078522;0.0015081694962321443;-0.0015112939786479367;[14 2 21 14 2];[0.18992128246867798, 0.20008703176714995, 0.21906480371116896, 0.21317200318917537, 0.17775487886382782];false
0.6832673267326733;0.00830486441033591;0.0013909213685964169;-0.001680050780592148;[27 14 21 2 2];[0.2032084953214084, 0.1208871980991993, 0.17540246425152606, 0.2506339828891315, 0.24986785943873485];false
0.6832673267326733;0.00837193245646198;0.0013925196017942445;-0.0017002014016078999;[2 21 2 21 2];[0.1, 0.23518198838986112, 0.2729423719934682, 0.1, 0.2918756396166707];false
0.6832673267326733;0.008087894983137197;0.0015282729774083556;-0.001517481607322854;[2 2 27 27 2];[0.15833267904421044, 0.28370145405888925, 0.24589328024655405, 0.21207258665034634, 0.1];false
0.6832673267326733;0.009527239562469467;0.0013913126777071224;-0.002066949561532967;[2 21 2 2 21];[0.28737521879339845, 0.1, 0.20034175119215697, 0.1555469133396359, 0.2567361166748087];false
0.6832673267326733;0.00769071969710149;0.0013818180379834325;-0.0014917510921687123;[2 21 14 4 2];[0.1861922346107704, 0.19046288463822159, 0.1793764076229047, 0.24801363507998223, 0.19595483804812103];true
0.6832673267326733;0.01002944136899541;0.0014357301466488568;-0.0021956642769695596;[2 2 2 4 2];[0.2355112711578099, 0.21122499844053494, 0.23044809546709763, 0.22281563493455753, 0.1];false
0.6832673267326733;0.009481656813190341;0.001502780412680648;-0.0019763497542066083;[2 2 4 4 4];[0.1, 0.2688915164825758, 0.26237234674457965, 0.2687361367728445, 0.1];false
0.6832673267326733;0.007804097435929393;0.00145686271942622;-0.0014763859476017603;[2 2 4 2 2];[0.13163944219477833, 0.13617177286706403, 0.18375931624783792, 0.23819509936947708, 0.3102343693208427];true
0.6832673267326733;0.007978837598046306;0.001388498119608874;-0.0015784431636365632;[4 4 27 2 2];[0.19206335947901476, 0.1, 0.1, 0.2874132989217161, 0.3205233415992692];false
0.6832673267326733;0.009895080424716166;0.0016104486318290743;-0.002033728343605402;[4 4 2 2 4];[0.20255443363212516, 0.30172061951568874, 0.15864522007568943, 0.1, 0.23707972677649666];false
0.6832673267326733;0.008045400742251964;0.0014132573569877397;-0.0015826087083061027;[4 2 4 27 2];[0.12082626474266074, 0.22349371109365057, 0.20736522307621963, 0.22118562016382534, 0.2271291809236437];false
0.6832673267326733;0.00769071969710149;0.0013818180379834325;-0.0014917510921687123;[2 21 14 4 2];[0.1861922346107704, 0.19046288463822159, 0.1793764076229047, 0.24801363507998223, 0.19595483804812103];false
0.6832673267326733;0.007804097435929393;0.00145686271942622;-0.0014763859476017603;[2 2 4 2 2];[0.13163944219477833, 0.13617177286706403, 0.18375931624783792, 0.23819509936947708, 0.3102343693208427];false
0.6931683168316831;0.006435889570000904;0.000962721839060783;-0.0013074065526899274;[12 30 16 26 18];[0.2092336122889669, 0.11043407911597437, 0.3509856789676962, 0.19057347481775613, 0.13877315480960634];true
0.6931683168316831;0.007017679946412161;0.0010216097682032763;-0.0014450990264099162;[12 16 15 16 12];[0.10111340760538465, 0.18381961110809944, 0.21513382574607245, 0.24022575685959197, 0.2597073986808516];false
0.6931683168316831;0.0066145067857316464;0.0010324624100062775;-0.00131387001945826;[15 12 30 18 26];[0.1889974726474898, 0.1, 0.24591119480378212, 0.25686435581893163, 0.2082269767297964];true
0.6931683168316831;0.007848266013339359;0.0010819651827306132;-0.0016581126862417477;[30 30 26 18 12];[0.13091181310201677, 0.24712984687432094, 0.21791889015847266, 0.18448328217634535, 0.21955616768884423];false
0.6931683168316831;0.007105985677561223;0.0011042994354281276;-0.0014148761650821695;[30 14 30 12 26];[0.1, 0.2304801481379958, 0.23168521615982407, 0.21350998559658968, 0.22432465010559052];true
0.6931683168316831;0.008124552470847275;0.0013138499903421082;-0.0015821509232446145;[30 18 30 30 30];[0.18095903936055702, 0.26921399222594017, 0.19673917115273362, 0.1, 0.25308779726076913];false
0.6931683168316831;0.00802181785641949;0.0013036797252602703;-0.001557678394108599;[30 18 30 30 30];[0.1, 0.24181809504519738, 0.2034479539609682, 0.23161312788493021, 0.2231208231089042];false
0.6931683168316831;0.008421146460850445;0.0015159618562485212;-0.0015330578145128354;[30 14 30 14 18];[0.11527111598650723, 0.3008280655659282, 0.2759385951543194, 0.18401002304081465, 0.12395220025243048];false
0.6931683168316831;0.00974889692887366;0.0011803921084434243;-0.0021730600427096107;[30 30 14 30 26];[0.2524119923303788, 0.23935316050346397, 0.16301415230035693, 0.24522069486580036, 0.1];false
0.6931683168316831;0.008624462487650747;0.001342388801633674;-0.0017157569553457742;[30 30 14 18 30];[0.1, 0.2551723179267917, 0.24988129821586408, 0.2201225921474174, 0.1748237917099269];false
0.6931683168316831;0.01033741050339644;0.0012988251997904311;-0.00227154058676166;[30 30 30 18 30];[0.19858571728195068, 0.24802058917243894, 0.2503430444307223, 0.1406905324276158, 0.16236011668727232];false
0.6931683168316831;0.009213099009458992;0.0011132978957285834;-0.0020551678477542185;[30 30 26 18 30];[0.264773984841502, 0.10279595854100049, 0.18624601796987092, 0.18888241346156745, 0.2573016251860592];false
0.6931683168316831;0.00786663329773756;0.0014656035145915673;-0.001397822414260707;[30 30 30 14 14];[0.1, 0.177539114118538, 0.2519270173069325, 0.2572479193462277, 0.21328594922830182];true
0.6931683168316831;0.007639984862171768;0.001169069973031045;-0.001533827149176234;[26 18 30 30 14];[0.22687858405239195, 0.23856604965888864, 0.17247461200494132, 0.16775208593351904, 0.19432866835025903];false
0.6931683168316831;0.009189088001209638;0.0010933504474409392;-0.002061627448833134;[30 26 30 18 30];[0.2690162076517072, 0.20984861921615905, 0.24382524192348326, 0.10888154140688495, 0.1684283898017654];false
0.6931683168316831;0.010865;0.0013487990760000005;-0.002398781452368713;[30 30 30 30 30];[0.31928294042950145, 0.1, 0.1, 0.1, 0.3807170595704985];false
0.6931683168316831;0.010865;0.0013514446440000003;-0.0023969476284510893;[30 30 30 30 30];[0.21327616266203592, 0.2458730361398697, 0.21830420773876247, 0.22254659345933195, 0.1];false
0.6931683168316831;0.00770260503421418;0.0010951341216895868;-0.0016042909915921734;[30 30 30 14 26];[0.26619751730953445, 0.2553223391972367, 0.1, 0.16475742945432428, 0.21372271403890453];false
0.6931683168316831;0.009355982828851297;0.0013932660571367049;-0.001904944071346149;[18 26 26 30 26];[0.1, 0.23520751038170895, 0.2130670587463118, 0.20025025095332918, 0.2514751799186501];false
0.6931683168316831;0.007276697740034831;0.0012261896463484562;-0.0013827656022061786;[30 30 26 14 18];[0.1, 0.15931901996972214, 0.2329769561983203, 0.24197245263164005, 0.26573157120031754];true
0.6931683168316831;0.009585148604104218;0.0010932669623013136;-0.002183209259509652;[30 30 30 26 30];[0.18131592776744737, 0.1848366991380847, 0.1, 0.25353633040724666, 0.2803110426872213];false
0.6931683168316831;0.010864999999999998;0.0013514446439999999;-0.002396947628451089;[30 30 30 30 30];[0.1927774265910721, 0.17722694604510428, 0.2299573040920754, 0.11375132416979043, 0.2862869991019577];false
0.6931683168316831;0.010020462530419586;0.0013103146058046943;-0.002166326814508083;[30 30 14 30 30];[0.2159069266075615, 0.1, 0.22520999188811044, 0.23693733547145515, 0.2219457460328729];false
0.6931683168316831;0.009723301139634672;0.0011064803073266008;-0.0022164397623895367;[30 26 30 30 30];[0.1, 0.2261685539550968, 0.18599943750360493, 0.25995292786908175, 0.22787908067221654];false
0.6931683168316831;0.008954196217372054;0.0010762919200186854;-0.0020013796381767508;[30 30 14 26 30];[0.17520814440274757, 0.1, 0.173992489932486, 0.27533058491966866, 0.27546878074509773];false
